foreign1,foreign2,definitions,level
お嬢さん,おじょうさん,(another's) daughter / young lady,JLPT N-4
以外,いがい,with the exception of; excepting,JLPT N-4
移る,うつる,to move (house); to transfer (department) / to change the target of interest or concern / to elapse (passage of time) / to be permeated by a colour or scent / to be infected; to be contagious; to spread (as in fire),JLPT N-4
一杯,いっぱい,"amount necessary to fill a container (e.g. cupful, spoonful, etc.); drink (usu. alcoholic) / full / one squid, octopus, crab, etc.; one boat / fully; to capacity / a lot; much / all of ...; the entire ...",JLPT N-4
引っ越す,ひっこす,to move (house); to change residence,JLPT N-4
遠慮,えんりょ,reserve; constraint; restraint; modesty; diffidence; hesitation; holding back; discretion; tact; thoughtfulness / declining; refraining / forethought; foresight,JLPT N-4
汚れる,よごれる,to get dirty; to become dirty / to become sullied; to become corrupted; to lose one's chastity,JLPT N-4
億,おく,"10^8; 100,000,000; hundred million",JLPT N-4
下がる,さがる,to come down; to go down; to fall; to drop; to sink; to get lower / to hang; to dangle / to move back; to step back; to withdraw; to retire / to deteriorate; to fall off; to be downgraded / to get closer to the present day / to go south,JLPT N-4
下宿,げしゅく,boarding; lodging; boarding house,JLPT N-4
家内,かない,(my) wife / inside the home; one's family,JLPT N-4
過ぎる,すぎる,to pass through; to pass by; to go beyond / to pass (i.e. of time); to elapse / to have expired; to have ended; to be over / to exceed; to surpass; to be above / to be no more than ... / to be excessive; to be too much; to be too ...,JLPT N-4
壊す,こわす,"to break; to destroy; to demolish / to wreck; to ruin; to spoil; to damage / to break (a bill, etc.)",JLPT N-4
壊れる,こわれる,to be broken; to break / to fall through; to come to nothing,JLPT N-4
楽しむ,たのしむ,to enjoy (oneself),JLPT N-4
かける,掛ける,"to hang up (e.g. a picture on the wall); to let hang; to suspend (from); to hoist (e.g. sail); to raise (e.g. flag) / to put on (e.g. a blanket); to put on top of; to cover / to put on (glasses, etc.); to wear (a necklace, etc.) / to make (a call) / to spend (time, money); to expend; to use / to pour (liquid) onto; to sprinkle (powder or spices) onto; to splash; to throw (e.g. water) onto somebody / to turn on (an engine, radio, etc.); to set (a dial, an alarm clock, etc.); to put on (a DVD, a song, etc.) / to cause (somebody inconvenience, trouble, etc.); to burden (someone); to impose / to multiply (arithmetic operation) / to secure (e.g. lock) / to take a seat; to sit; to rest (something on something else); to support (something on something else) / to bind / to wager; to bet; to risk; to stake; to gamble / to put an effect (spell, anaesthetic, etc.) on / to hold (a play, festival, etc.) / to hold an emotion for (pity, hope, etc.) / to argue (in court); to deliberate (in a meeting); to present (e.g. idea to a conference, etc.) / to increase further / to catch (in a trap, etc.) / to set atop / to erect (a makeshift building) / to apply (insurance) / to pun (on a word); to use (a word) as a pivot word; to play on words / to be partway doing ...; to begin (but not complete) ...; to be about to ... / to address (someone); to direct (something, to someone); to do (something, to someone)",JLPT N-4
滑る,すべる,to glide; to slide (e.g. on skis); to slip / to fail (an examination); to bomb (when telling a joke) / to drop; to go down; to come down; to fall (e.g. in status),JLPT N-4
慣れる,なれる,to get used to; to grow accustomed to; to become familiar with / to become skilled in; to become experienced at / to become tame; to become domesticated / to get used to doing,JLPT N-4
間に合う,まにあう,"to be in time for / to serve (suit, meet) the purpose; to be good enough; to be enough",JLPT N-4
間違える,まちがえる,to make a mistake (in); to commit an error (e.g. in calculation) / to confuse; to mistake something for something else,JLPT N-4
おもちゃ,玩具,toy; plaything,JLPT N-4
喜ぶ,よろこぶ,to be delighted; to be glad; to be pleased / to congratulate / to gratefully accept,JLPT N-4
寄る,よる,"to approach; to draw near; to come near; to be close to / to gather (in one place); to come together; to meet / to stop by (while on one's way to another place); to drop by; to make a short visit / to grow old; to grow high (number, etc.) / to grow (wrinkly) / to lean against; to recline on / to push one's opponent while holding their belt / to decide on a price and come to a deal / to be swayed by (a person); to yield to",JLPT N-4
汽車,きしゃ,train (esp. long distance train) / steam train,JLPT N-4
祈る,いのる,to pray; to wish,JLPT N-4
急ぐ,いそぐ,to hurry; to rush; to hasten; to make something happen sooner,JLPT N-4
急行,きゅうこう,hurrying (to somewhere); rushing; hastening / express (train),JLPT N-4
迎える,むかえる,"to go out to meet / to receive; to welcome; to greet; to salute; to hail; to reach; to approach; to enter (a phase, era, etc.) / to accept (e.g. as a member of a group or family) / to call for; to summon; to invite / to approach (a certain time, a point in one's life, etc.)",JLPT N-4
決める,きめる,"to decide; to choose; to determine; to make up one's mind; to resolve; to set one's heart on; to settle; to arrange; to set; to appoint; to fix / to clinch (a victory); to decide (the outcome of a match) / to persist in doing; to go through with / to always do; to have made a habit of / to take for granted; to assume / to dress up; to dress to kill; to dress to the nines / to carry out successfully (a move in sports, a pose in dance, etc.); to succeed in doing / to immobilize with a double-arm lock (in sumo, judo, etc.) / to eat or drink something; to take illegal drugs",JLPT N-4
喧嘩,けんか,quarrel; brawl; fight; squabble; scuffle; argument,JLPT N-4
見える,みえる,to be seen; to be in sight / to look; to seem; to appear / to come,JLPT N-4
厳しい,きびしい,severe; strict; rigid; unsparing; relentless / intense (e.g. cold); harsh; tough,JLPT N-4
お礼,おれい,thanks; gratitude / manners; etiquette / bow / reward; gift / ceremony; ritual,JLPT N-4
光る,ひかる,to shine; to glitter; to be bright,JLPT N-4
高等学校,こうとうがっこう,senior high school; high school,JLPT N-4
今夜,こんや,this evening; tonight,JLPT N-4
差し上げる,さしあげる,to give; to offer / to lift up; to hold up; to raise,JLPT N-4
済む,すむ,to finish; to end; to be completed / to merely result in something less severe than expected / to feel at ease / to feel unease or guilt for troubling someone; to be sorry,JLPT N-4
まいる,参る,"to go; to come; to call / to be defeated; to collapse; to die / to be annoyed; to be nonplussed / to be madly in love / to visit (shrine, grave)",JLPT N-4
残る,のこる,to remain; to be left,JLPT N-4
始める,はじめる,to start; to begin; to commence; to initiate; to originate / to open (e.g. a store); to start up; to establish (business. etc.) / to start ...; to begin to ...,JLPT N-4
思い出す,おもいだす,to recall; to remember; to recollect,JLPT N-4
歯医者,はいしゃ,dentist,JLPT N-4
似る,にる,"to resemble; to look like; to take after / to be similar (in status, condition, etc.); to be close; to be alike; to be like",JLPT N-4
捨てる,すてる,to throw away; to cast away; to dump; to discard / to abandon; to desert; to leave / to give up; to resign,JLPT N-4
謝る,あやまる,to apologize; to apologise,JLPT N-4
取り替える,とりかえる,to exchange; to replace,JLPT N-4
手袋,てぶくろ,glove; mitten; mitt,JLPT N-4
手伝う,てつだう,to help; to assist; to aid / to contribute to; to be a factor in,JLPT N-4
拾う,ひろう,to pick up; to find; to gather,JLPT N-4
集まる,あつまる,to gather; to collect; to assemble,JLPT N-4
勝つ,かつ,to win; to gain victory,JLPT N-4
召し上がる,めしあがる,to eat; to drink,JLPT N-4
小鳥,ことり,small bird; little bird,JLPT N-4
笑う,わらう,to laugh / to smile / to sneer; to ridicule / to be dumbfounded; to be flabbergasted,JLPT N-4
植える,うえる,"to plant; to grow; to raise / to insert; to transplant; to implant; to set (type) / to inoculate (e.g. an infectious agent) / to instill (idea, value, etc.); to instil; to inculcate",JLPT N-4
触る,さわる,to touch; to feel,JLPT N-4
深い,ふかい,deep / profound / dense; thick / close (relationship) / intense; strong / late,JLPT N-4
申し上げる,もうしあげる,"to say; to tell; to state; to express; to offer; to extend (greetings, congratulations, etc.) / to do",JLPT N-4
申す,もうす,to say; to be called / to do,JLPT N-4
親切,しんせつ,kind; gentle; considerate; generous; friendly; nice,JLPT N-4
進む,すすむ,to advance; to go forward / to precede; to go ahead (of) / to make progress; to improve / to deepen; to heighten / to be fast (of a clock); to be ahead / to do of one's own free will,JLPT N-4
尋ねる,たずねる,to ask; to enquire; to inquire / to search; to look for; to look into; to investigate,JLPT N-4
正しい,ただしい,right; correct / proper; righteous; just; honest; truthful; lawful,JLPT N-4
つもり,積もり,intention; plan / conviction; belief,JLPT N-4
折る,おる,to break; to fracture; to break off; to snap off; to pick (e.g. flowers) / to fold; to bend / to make (origami) / to interrupt; to end,JLPT N-4
浅い,あさい,shallow; superficial / slight (wound); light (sleep); pale (colour); inadequate (knowledge) / short (time); early; young,JLPT N-4
足す,たす,to add (numbers) / to add (something); to top up (with something) / to take care of (e.g. one's business),JLPT N-4
足りる,たりる,to be sufficient; to be enough / to be worth doing; to be worthy of; to deserve / to do (the job); to serve; to answer,JLPT N-4
太る,ふとる,"to grow fat (stout, plump); to become fat; to gain weight",JLPT N-4
たいてい,大抵,mostly; ordinarily; usually; generally / probably / most; almost all / ordinary / proper; appropriate; moderate,JLPT N-4
暖房,だんぼう,(indoor) heating,JLPT N-4
恥ずかしい,はずかしい,embarrassing; embarrassed; ashamed; humiliated; shy / disgraceful; shameful,JLPT N-4
いたす,致す,to do,JLPT N-4
昼休み,ひるやすみ,lunch break; noon recess; noon rest period,JLPT N-4
調べる,しらべる,to examine; to look up; to investigate; to check up; to sense; to study; to inquire; to search,JLPT N-4
珍しい,めずらしい,unusual; rare; curious / new; novel / fine (e.g. gift),JLPT N-4
通う,かよう,"to go to and from (a place); to go back and forth between; to run between (e.g. bus, train, etc.); to ply between / to go to (school, work, etc.); to attend; to commute; to frequent / to circulate (e.g. blood, electricity); to be communicated (e.g. thought) / to resemble",JLPT N-4
釣る,つる,to fish; to angle; to catch / to lure in; to tempt; to attract; to entice; to allure,JLPT N-4
電灯,でんとう,electric light,JLPT N-4
塗る,ぬる,to paint; to plaster; to lacquer; to varnish; to spread; to smear; to put up (wallpaper),JLPT N-4
怒る,おこる,to get angry; to get mad / to tell someone off; to scold / to be angular; to be square,JLPT N-4
投げる,なげる,to throw; to cast away / to face defeat; to give up,JLPT N-4
踏む,ふむ,"to step on; to tread on; to trample on / to set foot on (e.g. foreign soil); to stand on; to visit / to experience; to undergo / to follow (rules, principles, etc.); to go through (e.g. formalities); to complete / to estimate; to guess; to judge; to value; to appraise / to rhyme / to succeed to (e.g. the throne)",JLPT N-4
逃げる,にげる,to escape; to run away,JLPT N-4
濡れる,ぬれる,to get wet,JLPT N-4
拝見,はいけん,seeing; looking at,JLPT N-4
泊まる,とまる,to stay at (e.g. hotel) / to be docked; to be berthed; to be moored,JLPT N-4
はず,筈,"expectation that something took place, will take place or was in some state; it should be so; bound to be; expected to be; must be / nock (of a bow) / nock (of an arrow) / nock-shaped grip (between thumb and forefinger) / wooden frame on the tip of the mast of a Japanese ship that prevents the hawser from falling out",JLPT N-4
発音,はつおん,pronunciation / production of sound,JLPT N-4
悲しい,かなしい,sad; sorrowful,JLPT N-4
不便,ふべん,inconvenience; inexpediency; unhandiness,JLPT N-4
負ける,まける,"to lose; to be defeated / to succumb; to give in; to surrender; to yield / to be inferior to / to break out in a rash due to (e.g. lacquer, shaving, etc.) / to reduce the price; to give a discount; to throw in (something extra) for free",JLPT N-4
ぶどう,葡萄,grape; grapevine,JLPT N-4
復習,ふくしゅう,review; revision,JLPT N-4
払う,はらう,"to pay (e.g. money, bill) / to brush off; to wipe away; to clear away; to dust off; to cut off (e.g. branches) / to drive away (e.g. one's competitors) / to sell off (something unneeded); to dispose of / to pay (e.g. attention); to show (e.g. respect, concern) / to make (e.g. effort, sacrifice); to expend; to exert / to move out (of one's own place); to vacate / to sweep (e.g. one's legs); to knock aside / to make a sweeping stroke (in Japanese calligraphy) / to reset (an abacus)",JLPT N-4
沸かす,わかす,to boil; to heat / to excite / to melt (metal),JLPT N-4
文法,ぶんぽう,grammar; syntax,JLPT N-4
変,へん,strange; odd; peculiar; weird; curious; queer; eccentric; funny; suspicious; fishy / unexpected / change / incident; disturbance; disaster; accident / flat,JLPT N-4
片付ける,かたづける,to tidy up; to put in order; to straighten up; to put away / to settle (problem); to clear (dispute) / to finish; to bring something to an end / to marry off (e.g. a daughter) / to do away with someone; to bump someone off,JLPT N-4
忘れ物,わすれもの,lost article; something forgotten,JLPT N-4
または,又は,or; otherwise,JLPT N-4
味噌,みそ,"miso; fermented condiment usu. made from soybeans / innards (from crabs, shrimps, etc.) resembling miso / key (main) point; good part (of something) / weakling; weak person",JLPT N-4
眠い,ねむい,sleepy; drowsy; somnolent,JLPT N-4
眠る,ねむる,to sleep (not necessarily lying down) / to die / to lie idle (e.g. of resources); to be dormant; to be unused / to close one's eyes,JLPT N-4
鳴る,なる,to sound; to ring; to resound; to echo; to roar; to rumble,JLPT N-4
木綿,もめん,cotton (material) / red silk-cotton tree (Bombax ceiba),JLPT N-4
戻る,もどる,to turn back (e.g. half-way) / to return; to go back / to recover (e.g. something lost); to be returned / to rebound; to spring back,JLPT N-4
役に立つ,やくにたつ,to be helpful; to be useful,JLPT N-4
わけ,訳,"conclusion from reasoning, judgement or calculation based on something read or heard; reason; cause; meaning; circumstances; situation",JLPT N-4
予習,よしゅう,preparation for a lesson,JLPT N-4
用事,ようじ,tasks; things to do; errand; business (to take care of); affairs; engagement,JLPT N-4
冷える,ひえる,"to grow cold (from room temperature, e.g. in refrigerator); to get chilly; to cool down",JLPT N-4
写す,うつす,to transcribe; to duplicate; to reproduce; to imitate; to trace / to describe / to film; to picture; to photograph,JLPT N-4
遅れる,おくれる,to be late; to be delayed; to fall behind schedule; to be overdue,JLPT N-4
落とす,おとす,"to drop; to lose; to let fall; to shed (light); to cast (one's gaze); to pour in (liquid); to leave behind / to clean off (dirt, makeup, paint, etc.); to remove (e.g. stains or facial hair); to lose; to spend money at a certain place; to omit; to leave out; to secretly let escape / to lose (a match); to reject (an applicant); to fail (a course); to defeat (in an election) / to lower (e.g. shoulders or voice); to lessen (e.g. production or body weight); to worsen (quality); to reduce (e.g. rank or popularity); to speak badly of; to make light of; to fall into straitened circumstances / to fall into (e.g. a dilemma or sin); to make one's own; to have one's bid accepted; to force surrender; to take (e.g. an enemy camp or castle); to forcefully convince; to press for a confession; to deal with / to download; to copy from a computer to another medium / to make someone swoon (judo) / to finish a story (e.g. with the punch line) / to finish (a period, e.g. of fasting)",JLPT N-4
聞こえる,きこえる,to be heard; to be audible / to be said to be; to be reputed,JLPT N-4
込む,こむ,to be crowded; to be packed / to be complex / to go into; to put into; to remain (seated); to be plunged into (silence); to do thoroughly / to do intently / to continue in the same state,JLPT N-4
怖い,こわい,scary; frightening; eerie; dreadful / (I'm) afraid,JLPT N-4
探す,さがす,"to search (for something desired, needed); to look for / to search (for something lost); to seek (a suspect in a crime)",JLPT N-4
捕まえる,つかまえる,to catch; to arrest; to seize,JLPT N-4
泥棒,どろぼう,thief; burglar; robber / theft; burglary; robbery,JLPT N-4
治す,なおす,to cure; to heal / to fix; to correct; to repair / to do over again / to replace; to put back as it was / to convert (into a different state); to transform,JLPT N-4
治る,なおる,to be cured; to get well; to be healed / to get mended; to be repaired; to be fixed,JLPT N-4
乗り換える,のりかえる,"to transfer (trains); to change (bus, train) / to change one's mind; to move on to (e.g. a new love interest); to change methods; to change one's way of thinking",JLPT N-4
乗り物,のりもの,"vehicle; conveyance; transport / ride (playground, fair, carnival); playground facility",JLPT N-4
引き出す,ひきだす,to pull out; to take out; to draw out; to withdraw,JLPT N-4
増える,ふえる,to increase; to multiply,JLPT N-4
褒める,ほめる,to praise; to admire; to speak well of someone,JLPT N-4
見つける,みつける,to discover; to find (e.g. an error in a book); to come across; to detect; to spot / to locate; to find (e.g. something missing); to find fault / to be used to seeing; to be familiar with,JLPT N-4
向かう,むかう,to face / to go towards; to head towards,JLPT N-4
柔らかい,やわらかい,soft; tender; pliant; supple; limber; limp / gentle; mild; mellow / informal; light; flexible (e.g. thinking),JLPT N-4
別れる,わかれる,to part (usu. of people); to part from; to part with; to be apart from / to separate (of a couple); to break up; to divorce / to lose (e.g. one's mother); to be bereaved,JLPT N-4
それほど,其れ程,to that degree; to that extent; that much,JLPT N-4
アクセサリー,,accessory,JLPT N-4
アナウンサー,,announcer; presenter; broadcaster; reporter / in-house television talent who does on-location fluff pieces for variety shows,JLPT N-4
アルコール,,alcohol,JLPT N-4
アルバイト,,part-time job; side job / part-time worker / albite,JLPT N-4
エスカレーター,,escalator,JLPT N-4
オートバイ,,motorcycle,JLPT N-4
カーテン,,curtain; curtains,JLPT N-4
ガス,瓦斯,"gas (state of matter, e.g. poison gas, natural gas) / gasoline; gas; petrol / dense fog; thick fog / gas stove; gas cooker; gas range / flatulence; gas; wind; fart",JLPT N-4
ガソリン,,gasoline; petrol,JLPT N-4
ガソリンスタンド,,gas station; petrol station,JLPT N-4
ガラス,硝子,glass; pane / vitreous,JLPT N-4
ケーキ,,cake,JLPT N-4
コンサート,,concert,JLPT N-4
コンピュータ,,computer,JLPT N-4
サラダ,,salad,JLPT N-4
サンドイッチ,,sandwich,JLPT N-4
ジャム,,jam,JLPT N-4
スーツ,,suit (clothing) / suit (playing cards),JLPT N-4
ステレオ,,stereo,JLPT N-4
ソフト,,soft / software / soft hat; felt hat / soft serve ice cream / softball,JLPT N-4
タイプ,,type; kind; sort; style / type (of person); (ideal) type; one's type / typewriter / typing,JLPT N-4
テキスト,,text / textbook,JLPT N-4
テニス,,tennis,JLPT N-4
ハンドバッグ,,handbag; purse,JLPT N-4
パート,,part / part-timer / part-time (work),JLPT N-4
パソコン,,personal computer,JLPT N-4
ビル,,multi-floor building; multi-storey building / bill,JLPT N-4
ピアノ,,piano,JLPT N-4
プレゼント,,present; gift / to give a present or gift,JLPT N-4
ベル,,bell / bel; B,JLPT N-4
レポート,,report; paper,JLPT N-4
ワープロ,,word processor,JLPT N-4
なるほど,成程,I see; that's right; indeed,JLPT N-4
変える,かえる,to change; to alter; to transform; to convert; to turn; to vary / to reform; to revise; to amend,JLPT N-4
あんな,,"such (about something or someone distant from both speaker and listener, or about a situation unfamiliar to both speaker and listener); so; that; sort of",JLPT N-4
いらっしゃる,,to come; to go; to be (somewhere) / to be (doing),JLPT N-4
お宅,おたく,your house; your home; your family / your husband / your organization / you (referring to someone of equal status with whom one is not especially close),JLPT N-4
お土産,おみやげ,present; souvenir,JLPT N-4
きっと,屹度,surely; undoubtedly; almost certainly; most likely (e.g. 90 percent) / sternly; severely / having no slack; rigid; stiff; tight / suddenly; abruptly; instantly,JLPT N-4
けど,,but; however; although,JLPT N-4
この間,このあいだ,the other day; lately; recently; during this period / meanwhile; in the meantime,JLPT N-4
この頃,このごろ,recently; nowadays; these days; now; at present,JLPT N-4
これから,此れから,after this,JLPT N-4
さっき,,some time ago; just now,JLPT N-4
すっかり,,all; completely; totally; entirely; thoroughly,JLPT N-4
すっと,,straight; quickly; directly; all of a sudden / quietly; gently; softly / to feel refreshed; to feel satisfied,JLPT N-4
すると,,thereupon; hereupon,JLPT N-4
そう,,so; really; seeming / appearing that; seeming that; looking like; having the appearance of,JLPT N-4
それで,其れで,and; thereupon; because of that,JLPT N-4
それに,其れに,besides; in addition; also; moreover,JLPT N-4
そんな,,"such (about the actions of the listener, or about ideas expressed or understood by the listener); like that; that sort of",JLPT N-4
だから,,so; therefore,JLPT N-4
ちっとも,些とも,not at all (neg. verb),JLPT N-4
ちゃん,,suffix for familiar person,JLPT N-4
どんどん,,drumming (noise); beating; pounding; banging; booming; stamping / rapidly; quickly; steadily / continuously; one after the other; in succession,JLPT N-4
はっきり,,clearly; plainly; distinctly / to be clear; to be definite; to be certain; to be exact; to become clear; to clear up,JLPT N-4
もし,若し,if; in case; supposing,JLPT N-4
やっと,,at last; at length / barely; narrowly; just; by the skin of one's teeth,JLPT N-4
ファックス,,fax; facsimile,JLPT N-4
なさる,為さる,to do,JLPT N-4
育てる,そだてる,to raise; to rear; to bring up / to train; to teach; to educate / to promote the growth of; to nurture; to foster; to develop,JLPT N-4
遠く,とおく,far away; distant; at a distance; distant place; by far,JLPT N-4
いじめる,苛める,to ill-treat; to bully; to torment; to pick on; to tease; to be cruel to; to persecute / to be tough on (e.g. one's body); to treat harshly,JLPT N-4
開く,ひらく,"to open; to undo; to unseal; to unpack / to bloom; to unfold; to spread out / to open (for business, e.g. in the morning) / to be wide (gap, etc.); to widen / to hold (meeting, etc.); to give; to open / to found (nation, dynasty, sect, etc.); to open (a new business); to set up; to establish; to start / to open (ports, borders, etc.) / to open (an account) / to open up (new land, path, etc.); to clear; to develop / to open (a file, etc.) / to extract (root); to reduce (equation) / to cut open (fish) / to change (kanji into hiragana) / to flare (e.g. skirt) / to slacken (into a poor posture)",JLPT N-4
割れる,われる,"to break; to be smashed / to split; to crack; to fissure; to be torn / to be divided (opinion, vote, etc.); to split (e.g. of a party) / to come to light; to become clear; to be identified; to be revealed / to be distorted (of a sound) / to be divisible (without a remainder) / to go below a minimum",JLPT N-4
噛む,かむ,"to bite; to chew; to gnaw / to crash against (e.g. of waves); to break onto (shore) / to engage (of cogs, zippers, etc.); to mesh; to fit together / to be involved in / to fumble one's words (during a play, broadcast, etc.); to falter with one's words / to strongly confute; to argue down; to rebuke; to scold harshly",JLPT N-4
乾く,かわく,to get dry,JLPT N-4
泣く,なく,to cry; to weep; to sob; to howl,JLPT N-4
驚く,おどろく,to be surprised; to be astonished,JLPT N-4
おっしゃる,仰る,to say; to speak; to tell; to talk,JLPT N-4
君,きみ,you; buddy; pal / monarch; ruler; sovereign; (one's) master,JLPT N-4
君,くん,Mr (junior); master; boy,JLPT N-4
建てる,たてる,to build; to construct,JLPT N-4
くれる,呉れる,to give; to let one have; to do for one; to be given,JLPT N-4
ご主人,ごしゅじん,your husband; her husband,JLPT N-4
お釣り,おつり,change (for a purchase),JLPT N-4
再来月,さらいげつ,month after next,JLPT N-4
再来週,さらいしゅう,week after next,JLPT N-4
しばらく,暫く,for a moment; for a minute / for a while; for some time / for the time being; for now / it's been a long time; long time no see,JLPT N-4
市,し,city,JLPT N-4
止む,やむ,to cease; to stop; to be over,JLPT N-4
止める,とめる,to stop; to turn off / to park / to prevent; to suppress (a cough); to hold back (tears); to hold (one's breath); to relieve (pain) / to stop (someone from doing something); to dissuade; to forbid; to prohibit / to notice; to be aware of; to concentrate on; to pay attention to; to remember; to bear in mind / to fix (in place); to fasten; to tack; to pin; to nail; to button; to staple / to detain; to keep in custody,JLPT N-4
やめる,止める,to stop (an activity); to cease; to discontinue; to end; to quit / to cancel; to abandon; to give up; to abolish; to abstain; to refrain,JLPT N-4
字,じ,"character (i.e. kanji) / hand-writing; penmanship / the ... word (i.e. ""the L word"" = ""love"")",JLPT N-4
そろそろ,,slowly; quietly; steadily; gradually; gingerly / soon; momentarily; before long; any time now,JLPT N-4
床屋,とこや,barbershop; barber,JLPT N-4
焼く,やく,"to burn / to roast; to broil; to grill; to bake; to toast; to barbecue / to heat; to heat up / to make (charcoal, pottery, bricks, etc.); to bake; to fire; to burn / to tan (i.e. suntan); to burn / to print (a photo); to burn (an optical disc) / to be jealous of; to be envious of; to envy",JLPT N-4
焼ける,やける,to burn; to be roasted; to be heated; to be sunburnt; to fade (in the sun); to glow red (i.e. of the sky at sunset) / to be jealous; to be envious,JLPT N-4
寝坊,ねぼう,sleeping in late; oversleeping / late riser; sleepyhead,JLPT N-4
心,こころ,"mind; heart; spirit / the meaning of a phrase (riddle, etc.)",JLPT N-4
すごい,凄い,terrible; dreadful / amazing (e.g. of strength); great (e.g. of skills); wonderful; terrific / to a great extent; vast (in numbers),JLPT N-4
なるべく,成るべく,as much as possible; wherever practicable; if possible,JLPT N-4
石,いし,stone / gem; jewel,JLPT N-4
折れる,おれる,to break; to be broken; to snap; to fracture / to be folded / to give in; to back down; to yield; to submit / to turn (a corner),JLPT N-4
続く,つづく,to continue; to last; to go on / to continue (without a break); to be unbroken / to occur again and again / to lead to; to connect to; to adjoin / to come after; to follow; to succeed; to rank next to / to hold out; to keep; to last,JLPT N-4
続ける,つづける,to continue; to keep up; to keep on,JLPT N-4
大学生,だいがくせい,university student; college student,JLPT N-4
知らせる,しらせる,to notify; to advise; to inform,JLPT N-4
天気予報,てんきよほう,weather forecast; weather report,JLPT N-4
伝える,つたえる,to convey; to report; to transmit; to communicate; to tell; to impart; to propagate; to teach; to bequeath,JLPT N-4
とうとう,到頭,finally; at last; ultimately; in the end,JLPT N-4
動く,うごく,to move; to stir; to shift; to shake; to swing / to operate; to run; to go; to work / to be touched; to be influenced / to change; to vary; to fluctuate; to waver / certain; factual / to be transferred,JLPT N-4
届ける,とどける,to deliver; to forward; to send / to report; to notify; to file notice (to the authorities); to give notice; to register,JLPT N-4
彼,かれ,he; him / boyfriend,JLPT N-4
非常に,ひじょうに,very; extremely; exceedingly,JLPT N-4
米,こめ,(husked grains of) rice / 88 years old,JLPT N-4
別,べつ,distinction; difference; different; another; particular; separate; extra; exception,JLPT N-4
亡くなる,なくなる,to die,JLPT N-4
ほとんど,殆ど,mostly; nearly; practically; well-nigh; almost invariably; all but; just about; almost,JLPT N-4
なくなる,無くなる,"to be lost (e.g. luggage); to be missing / to be used up; to be run out; to be exhausted; to be consumed; to be reduced to zero; to not occur any more / to disappear (e.g. pain); to be lost (e.g. a dream, confidence)",JLPT N-4
踊る,おどる,to dance (orig. a hopping dance),JLPT N-4
揺れる,ゆれる,to shake; to sway; to waver,JLPT N-4
用,よう,business; task; errand; engagement / use; purpose / for the use of ...; used for ...; made for ... / call of nature; excretion,JLPT N-4
立てる,たてる,"to stand up; to put up; to set up; to erect; to raise / to thrust into; to bury into; to dig into / to make (a noise); to start (a rumour); to raise (a cloud of dust, etc.); to cause / to make; to establish; to set up; to develop; to formulate / to put up (a political candidate); to make (one's leader) / to treat with respect; to give (someone) their due; to make (someone) look good; to avoid embarrassing (someone) / to sharpen; to make clear / to shut; to close / to make tea (matcha); to perform the tea ceremony / to divide by / to do ... vigorously",JLPT N-4
力,ちから,force; strength; might; vigour (vigor); energy / capability; ability; proficiency; capacity; faculty / efficacy; effect / effort; endeavours (endeavors); exertions / power; authority; influence; good offices; agency / support; help; aid; assistance / stress; emphasis / means; resources,JLPT N-4
すり,掏摸,pickpocket,JLPT N-4
押し入れ,おしいれ,closet,JLPT N-4
ご馳走,ごちそう,"feast; treating (someone) / to treat (someone, e.g. to a meal)",JLPT N-4
しっかり,確り,"tightly (holding on); firmly; securely / strongly (built); solidly; sturdily; steadily / properly; well; sufficiently; hard (working, etc.); fully; completely / reliably; dependably; levelheadedly; shrewdly; wisely; cleverly",JLPT N-4
ひげ,髭,"moustache; beard; whiskers / whiskers (on a cat, etc.); feelers (on an insect, etc.); (chin) tuft / extremely short pulse appearing on an electrical signal",JLPT N-4
ひどい,酷い,cruel; heartless; hard; harsh; severe / violent; intense; strong; heavy; extreme / very bad; terrible; awful / excessive; exorbitant; unreasonable; outrageous; unfair; unjust,JLPT N-4
痩せる,やせる,to become thin; to lose weight; to reduce (one's) weight; to slim / to be barren; to be infertile; to be sterile,JLPT N-4
沸く,わく,"to grow hot (e.g. water); to boil / to get excited (at); to erupt (in applause, cheering, etc.); to be in a ferment; to take place energetically / to ferment / to melt (of metal)",JLPT N-4
お祝い,おいわい,congratulation; congratulations; celebration; festival; congratulatory gift,JLPT N-4
たまに,偶に,occasionally; once in a while,JLPT N-4
うん,,yes; yeah; uh huh / hum; hmmm; well; erm / oof,JLPT N-4
