foreign1,foreign2,definitions,level
生計,せいけい,livelihood; living,JLPT N-1
生死,せいし,life and death / samsara (cycle of death and rebirth) / death,JLPT N-1
生臭い,なまぐさい,smelling of fish; fishy; smelling of blood; bloody / degenerate (of a monk); depraved; corrupt; fallen / worldly; mundane; secular; common; ordinary / fishy; suspicious; questionable,JLPT N-1
生理,せいり,physiology / menstruation; one's period; menses,JLPT N-1
盛り上がる,もりあがる,to swell; to rise; to bulge; to be piled up / to rouse; to get excited,JLPT N-1
盛大,せいだい,grand; magnificent; lavish; large scale; prosperous; thriving; lively / forceful; powerful; vigorous,JLPT N-1
製鉄,せいてつ,iron manufacture,JLPT N-1
税務署,ぜいむしょ,tax office,JLPT N-1
惜しむ,おしむ,to be frugal; to be sparing / to value; to hold dear / to regret (e.g. a loss); to feel sorry (for) / to be unwilling; to be reluctant,JLPT N-1
折り返す,おりかえす,"to turn up (hem, sleeves, etc.); to fold back (e.g. page) / to turn back; to double back; to return / to loopback (a signal, message, etc.)",JLPT N-1
折衷,せっちゅう,compromise; cross; blending; eclecticism,JLPT N-1
設ける,もうける,to prepare ahead of time / to create; to establish,JLPT N-1
雪崩,なだれ,avalanche; snowslide,JLPT N-1
絶える,たえる,to die out; to peter out; to become extinct / to cease; to be stopped; to be discontinued; to be cut off,JLPT N-1
先だって,せんだって,the other day; some time ago; recently / prior to; in advance of,JLPT N-1
先天的,せんてんてき,inborn; innate; inherent; congenital; hereditary / a priori,JLPT N-1
もっぱら,専ら,wholly; solely; entirely; exclusively; devotedly; fixedly / principally; mostly; chiefly; mainly,JLPT N-1
専修,せんしゅう,specialization; specialisation,JLPT N-1
戦災,せんさい,war damage,JLPT N-1
染まる,そまる,to be dyed / to be tainted; to be infected; to be stained; to be steeped,JLPT N-1
しみる,染みる,"to pierce; to penetrate; to soak in; to permeate / to sting (wound or sensitive area, etc.); to smart; to twinge / to be infected (with vice); to be steeped (with prejudice); to be influenced / to feel keenly; to make a deep impression",JLPT N-1
染める,そめる,to dye; to colour; to color,JLPT N-1
前置き,まえおき,preface; introduction; preamble,JLPT N-1
全滅,ぜんめつ,annihilation; total destruction; complete destruction; crushing defeat,JLPT N-1
禅,ぜん,dhyana (profound meditation) / Zen (Buddhism),JLPT N-1
操る,あやつる,"to operate (e.g. a machine); to handle; to manage; to control; to maneuver; to steer / to have a good command of (a language); to play proficiently (of a musical instrument) / to work (a puppet); to pull the strings of a puppet / to manipulate (a person, public opinion, etc.); to pull the strings; to control from the shadows; to mastermind",JLPT N-1
相応,そうおう,suitable; appropriate; befitting; becoming; adequate; reasonable; proper,JLPT N-1
相対,あいたい,confrontation; facing; between ourselves; no third party; tete-a-tete,JLPT N-1
葬る,ほうむる,to bury; to inter; to entomb / to cover up; to hush up; to shelve,JLPT N-1
遭難,そうなん,disaster; accident; shipwreck; distress,JLPT N-1
憎しみ,にくしみ,hatred,JLPT N-1
促す,うながす,to urge; to encourage; to press; to prompt; to draw (attention to) / to stimulate (e.g. growth); to hasten (e.g. development); to quicken; to accelerate; to promote,JLPT N-1
束縛,そくばく,restraint; restriction; fetters; yoke; shackles / binding; confinement with rope,JLPT N-1
足し算,たしざん,addition,JLPT N-1
多忙,たぼう,being very busy; busyness,JLPT N-1
唾,つば,saliva; spit; sputum,JLPT N-1
体格,たいかく,physique; constitution,JLPT N-1
体裁,ていさい,(outward) appearance / (proper) format (e.g. of an essay); form; style / appearances; decency; show; display / lip-service; insincere words; glib talk,JLPT N-1
対比,たいひ,contrast; comparison,JLPT N-1
対面,たいめん,"interview; meeting / opposing (traffic, etc.); facing; confronting",JLPT N-1
待ち遠しい,まちどおしい,looking forward to; anxiously awaited,JLPT N-1
待ち合わせ,まちあわせ,appointment,JLPT N-1
待ち望む,まちのぞむ,to wait eagerly for; to look forward to,JLPT N-1
滞納,たいのう,falling behind (with a payment); being in arrears; non-payment; default; delinquency,JLPT N-1
退学,たいがく,"dropping out of school; withdrawing from school / expulsion from school; dismissal / leaving school (university, etc.) after completing a course",JLPT N-1
退治,たいじ,"extermination (e.g. of pests, demons, bandits); elimination; eradication; destruction; suppression / making someone renounce worldly desires in order to concentrate on Buddha's teachings / curing illness",JLPT N-1
代弁,だいべん,"speaking by proxy; speaking for (someone else); acting as spokesman (for); representing (the views, feelings, etc. of) / payment by proxy; compensation by proxy; paying on behalf (of) / acting for (someone else); carrying out (on someone's behalf)",JLPT N-1
代用,だいよう,substitution,JLPT N-1
台無し,だいなし,mess; spoiled; spoilt; (come to) nothing; ruin,JLPT N-1
大水,おおみず,flood,JLPT N-1
単調,たんちょう,monotony; monotone; dullness / monotone; monotonic,JLPT N-1
担架,たんか,stretcher; litter,JLPT N-1
旦那,だんな,"master (of a house, shop, etc.) / husband (informal) / sir; boss; master; governor; word used to address a male patron, customer, or person of high status / patron of a mistress, geisha, bar or nightclub hostess; sugar daddy / alms; almsgiving; almsgiver",JLPT N-1
短気,たんき,quick temper; short temper,JLPT N-1
タンパク質,タンパクしつ,protein,JLPT N-1
鍛える,きたえる,to forge; to temper / to drill; to train; to discipline,JLPT N-1
壇,だん,"platform; podium; rostrum; pulpit / (ceremonial) mound / world (of haiku, art, etc.); (literary) circles / mandala",JLPT N-1
弾む,はずむ,to spring; to bound; to bounce / to be stimulated; to be encouraged; to get lively / to treat oneself to; to splurge on / to breathe hard; to pant; to be out of breath,JLPT N-1
断然,だんぜん,firmly; absolutely; flatly; resolutely; decisively; definitely / by far; far and away; by a long shot; hands down,JLPT N-1
値打ち,ねうち,value; worth; price; dignity,JLPT N-1
知性,ちせい,intelligence,JLPT N-1
恥じる,はじる,to feel ashamed,JLPT N-1
窒息,ちっそく,suffocation; choking; asphyxia,JLPT N-1
茶の間,ちゃのま,living room (Japanese-style),JLPT N-1
着手,ちゃくしゅ,to start work (on); to undertake / to start committing a crime / embarkation; launch,JLPT N-1
着飾る,きかざる,to dress up,JLPT N-1
着色,ちゃくしょく,colouring; coloring; colorant,JLPT N-1
着席,ちゃくせき,taking a seat; sitting down (in one's seat),JLPT N-1
中傷,ちゅうしょう,slander; libel; defamation; calumny; smear,JLPT N-1
中和,ちゅうわ,neutralizing; neutralising; counteracting / neutral; unbiased,JLPT N-1
仲人,なこうど,matchmaker / go-between; intermediary; middleman; mediator; intercessor,JLPT N-1
忠告,ちゅうこく,advice; warning,JLPT N-1
著しい,いちじるしい,striking; remarkable; considerable,JLPT N-1
丁目,ちょうめ,district of a town; city block (of irregular size),JLPT N-1
懲りる,こりる,to learn by experience; to learn one's lesson; to learn the hard way / to have enough (of); to be disgusted with,JLPT N-1
聴覚,ちょうかく,the sense of hearing,JLPT N-1
聴講,ちょうこう,lecture attendance; auditing,JLPT N-1
腸,ちょう,guts; bowels; intestines,JLPT N-1
蝶,ちょう,butterfly,JLPT N-1
鳥居,とりい,torii; Shinto shrine archway,JLPT N-1
直感,ちょっかん,intuition; instinct; insight; hunch; immediacy,JLPT N-1
沈没,ちんぼつ,"sinking; foundering; going down; submersion / getting dead drunk / having too much fun (esp. in a red-light district, etc.) and missing work or neglecting one's duties / staying in one place for a long time",JLPT N-1
陳列,ちんれつ,exhibition; display; putting on show,JLPT N-1
追い出す,おいだす,to expel; to drive out,JLPT N-1
堤防,ていぼう,bank; weir; embankment; levee,JLPT N-1
定まる,さだまる,to become settled; to be fixed,JLPT N-1
定める,さだめる,to decide; to establish; to determine,JLPT N-1
定食,ていしょく,set meal; special (of the day),JLPT N-1
邸宅,ていたく,mansion; residence,JLPT N-1
滴,しずく,drop (e.g. of water); drip,JLPT N-1
適宜,てきぎ,suitable; appropriate / appropriately,JLPT N-1
適性,てきせい,aptitude; aptness; suitability,JLPT N-1
天災,てんさい,natural calamity; disaster,JLPT N-1
転居,てんきょ,moving; changing residence,JLPT N-1
点火,てんか,ignition; lighting; set fire to,JLPT N-1
電線,でんせん,electric line; electric cable; power cable / telephone line; telegraph wire,JLPT N-1
賭ける,かける,to wager; to bet; to risk; to stake; to gamble,JLPT N-1
途上,とじょう,en route; half-way / on the road; in the street,JLPT N-1
途絶える,とだえる,to stop; to cease; to come to an end,JLPT N-1
土手,どて,embankment; bank / beef sinew stewed in miso and mirin,JLPT N-1
冬眠,とうみん,hibernation; winter sleep; torpor,JLPT N-1
当て,あて,aim; object; purpose; end / expectations; prospects; hopes / something that can be relied upon / snack served with alcoholic drink / pad; guard / blow; strike / addressed to / per,JLPT N-1
当人,とうにん,the person concerned; the person in question; the said person,JLPT N-1
筒,つつ,pipe; tube; cylinder / gun barrel / gun; cannon / well lining; well curb,JLPT N-1
とうてい,到底,by no means; not at all; (cannot) possibly; utterly; absolutely,JLPT N-1
逃げ出す,にげだす,to run away; to flee; to make off; to take to one's heels; to escape / to start to run away,JLPT N-1
逃れる,のがれる,to escape,JLPT N-1
逃走,とうそう,flight; desertion; escape,JLPT N-1
陶器,とうき,porcelain (esp. soft-paste porcelain); china; chinaware; earthenware; pottery; ceramics; crockery,JLPT N-1
動力,どうりょく,power; motive power; dynamic force / three-phase electricity,JLPT N-1
同,どう,the same; the said; ibid.,JLPT N-1
同感,どうかん,agreement; same opinion; same feeling; sympathy; concurrence,JLPT N-1
同調,どうちょう,sympathy; agreement with; alignment; conformity; tuning,JLPT N-1
同等,どうとう,equality; equal; same rights; same rank; equivalence,JLPT N-1
同封,どうふう,enclosing (e.g. with a letter),JLPT N-1
憧れ,あこがれ,yearning; longing; aspiration,JLPT N-1
胴,どう,"trunk; torso; body; abdomen; waist / plastron (in kendo); touching the plastron (kimari-te in kendo) / frame (of a drum, etc.); sound box (of a shamisen, etc.); hull (of a ship)",JLPT N-1
道場,どうじょう,"dojo (hall used for martial arts training) / manda (place of Buddhist practice or meditation, esp. the place under the bodhi tree where Buddha attained enlightenment)",JLPT N-1
特技,とくぎ,special skill,JLPT N-1
突如,とつじょ,suddenly; all of a sudden,JLPT N-1
鈍感,どんかん,thickheaded; insensitive; dull; thick-skinned,JLPT N-1
内臓,ないぞう,internal organs; intestines; viscera,JLPT N-1
日向,ひなた,sunny place; in the sun,JLPT N-1
熱湯,ねっとう,boiling water,JLPT N-1
年号,ねんごう,name of an era; year number,JLPT N-1
年長,ねんちょう,senior; older,JLPT N-1
年輪,ねんりん,annual tree ring; growth ring / experience in life,JLPT N-1
粘る,ねばる,to be sticky; to be adhesive / to persevere; to persist; to stick to; to hold out; to linger,JLPT N-1
農耕,のうこう,farming; agriculture; cultivation,JLPT N-1
破棄,はき,tearing up and discarding (e.g. documents); disposal (e.g. weaponry); destruction / annulment; cancellation; abrogation; voiding; breaking (e.g. treaty) / reversal (of an original ruling),JLPT N-1
破損,はそん,damage,JLPT N-1
破裂,はれつ,explosion; rupture; break off,JLPT N-1
拝啓,はいけい,Dear (so and so); Dear Sir; Dear Madam; To Whom It May Concern,JLPT N-1
杯,さかずき,sake cup; cup for alcoholic beverages,JLPT N-1
配列,はいれつ,arrangement; disposition / array (programming),JLPT N-1
梅干し,うめぼし,umeboshi; pickled dried ume; pickled dried plum,JLPT N-1
売り出す,うりだす,to put on the market; to put out for sale; to put on sale; to begin selling; to market / to become popular,JLPT N-1
白状,はくじょう,confession,JLPT N-1
薄弱,はくじゃく,feebleness; weakness; weak,JLPT N-1
漠然,ばくぜん,vague; obscure; indistinct; hazy; ambiguous,JLPT N-1
発育,はついく,(physical) growth; development,JLPT N-1
発芽,はつが,germination; sprouting; budding,JLPT N-1
発病,はつびょう,attack (disease),JLPT N-1
抜かす,ぬかす,to omit; to leave out; to skip / to overtake; to pass / to say; to speak,JLPT N-1
抜け出す,ぬけだす,to slip out; to sneak away; to break free; to get through (a difficult situation) / to break into the lead; to get ahead / to begin to fall out (e.g. hair) / to break out (of a loop),JLPT N-1
伴う,ともなう,to accompany; to go hand in hand with; to be consequent upon / to be accompanied by; to bring with; to take with; to be involved in,JLPT N-1
半端,はんぱ,remnant; fragment; incomplete set; incompleteness / fraction; odd sum / halfway; half-hearted; perfunctory / irresponsible; foolish,JLPT N-1
反する,はんする,to be contrary to; to be inconsistent with; to contradict / to act contrary to (rules or guidelines); to violate; to transgress / to oppose; to rebel; to revolt,JLPT N-1
反感,はんかん,antipathy; antagonism; animosity; revulsion; ill feeling,JLPT N-1
反射,はんしゃ,reflection; reverberation / reflex; reflexes,JLPT N-1
氾濫,はんらん,overflowing; flood; inundation; deluge / oversupply; plethora,JLPT N-1
犯す,おかす,to commit (e.g. crime); to perpetrate; to make (e.g. mistake) / to break (e.g. rule); to violate; to transgress; to contravene / to rape; to violate; to ravish; to deflower,JLPT N-1
繁盛,はんじょう,prosperity; flourishing; thriving,JLPT N-1
煩わしい,わずらわしい,troublesome; annoying; complicated,JLPT N-1
費やす,ついやす,to spend; to expend; to consume / to waste; to squander; to throw away / to devote,JLPT N-1
非行,ひこう,delinquency; misconduct,JLPT N-1
微笑,びしょう,smile,JLPT N-1
眉,まゆ,eyebrow; eyebrows,JLPT N-1
必修,ひっしゅう,required (subject),JLPT N-1
必然,ひつぜん,inevitable; necessary; certain; sure / inevitability; necessity,JLPT N-1
標語,ひょうご,motto; slogan; catchword,JLPT N-1
漂う,ただよう,to drift; to float / to waft (e.g. a scent); to hang in the air / to be in the air (e.g. a feeling or mood) / to wander; to walk around aimlessly / to be unsteady; to be unstable / to falter; to flinch; to wince / to live in unreliable circumstances,JLPT N-1
病む,やむ,to fall ill; to suffer from; to have something wrong with,JLPT N-1
浜辺,はまべ,beach; foreshore,JLPT N-1
貧弱,ひんじゃく,poor; meagre; meager; feeble; scanty; shabby; insubstantial,JLPT N-1
貧乏,びんぼう,poverty; destitute; poor,JLPT N-1
不意,ふい,sudden; abrupt; unexpected; unforeseen,JLPT N-1
不吉,ふきつ,ominous; sinister; unlucky; inauspicious,JLPT N-1
不順,ふじゅん,irregularity; unseasonableness,JLPT N-1
付け加える,つけくわえる,"to add (one thing to another); to add (a few more words, an explanation, etc.)",JLPT N-1
富む,とむ,to be rich in; to abound in; to be abundant in; to be full of / to be rich; to be wealthy,JLPT N-1
扶養,ふよう,support (e.g. of one's dependents); maintenance,JLPT N-1
浮気,うわき,extramarital sex; affair; fooling around / infidelity; wantonness; unfaithfulness; inconstancy; fickleness; caprice,JLPT N-1
侮辱,ぶじょく,insult; affront; slight; contempt (e.g. of court),JLPT N-1
舞う,まう,to dance (orig. a whirling dance) / to flutter about; to revolve,JLPT N-1
封,ふう,seal,JLPT N-1
覆面,ふくめん,mask; veil; disguise / anonymous; unmarked; incognito,JLPT N-1
沸騰,ふっとう,boiling; seething / becoming heated (e.g. debate); excitement; agitation; fermentation / soaring (prices); shooting up,JLPT N-1
仏像,ぶつぞう,statue of Buddha; image of Buddha; Buddhist statue; Buddhist image,JLPT N-1
物好き,ものずき,(idle) curiosity; fancifulness; whimsy; (having) strange tastes,JLPT N-1
物足りない,ものたりない,unsatisfied; unsatisfactory; insufficient,JLPT N-1
物体,ぶったい,body; object,JLPT N-1
分業,ぶんぎょう,division of labor; division of labour; specialization; specialisation; assembly-line production,JLPT N-1
分母,ぶんぼ,denominator,JLPT N-1
憤慨,ふんがい,indignation; resentment,JLPT N-1
粉末,ふんまつ,fine powder,JLPT N-1
紛らわしい,まぎらわしい,confusing; misleading; equivocal; ambiguous; easily mixed up (e.g. similar words),JLPT N-1
紛れる,まぎれる,"to disappear into; to be lost in; to slip into; to get mixed in among / to do something under the cover of (confusion, etc.) / to be almost indistinguishable; to be confusingly similar / to be diverted from (negative emotions, etc.); to forget about / to be distracted by; to be too absorbed in",JLPT N-1
紛失,ふんしつ,loss; going missing,JLPT N-1
文語,ぶんご,written language; literary language / formal (or archaic) written style based on Heian-period Japanese,JLPT N-1
聞き取り,ききとり,"listening comprehension; aural comprehension / hearing what others say; gathering information, opinions, etc.; public hearing",JLPT N-1
平たい,ひらたい,"flat; even; level; simple / plain (speech, etc.); simple",JLPT N-1
平常,へいじょう,normal; usual; ordinary; everyday,JLPT N-1
平方,へいほう,square (e.g. metre),JLPT N-1
並びに,ならびに,and (also); both ... and; as well as,JLPT N-1
並列,へいれつ,"arranging in a line; standing in a row / parallel (electronics, computing, etc.)",JLPT N-1
閉口,へいこう,dumbfounded; stumped; at one's wits' end; nonplussed / annoyed,JLPT N-1
返答,へんとう,reply; answer,JLPT N-1
弁解,べんかい,explanation (e.g. for one's actions); excuse; justification; defense; defence,JLPT N-1
弁償,べんしょう,reimbursement; compensation; reparation; indemnity,JLPT N-1
弁論,べんろん,discussion; debate; argument,JLPT N-1
保つ,たもつ,to keep; to preserve; to hold; to retain; to maintain; to sustain / to last; to endure; to keep well (food); to wear well; to be durable,JLPT N-1
保温,ほおん,retaining warmth; keeping heat in; heat insulation,JLPT N-1
保養,ほよう,health preservation; recuperation; recreation,JLPT N-1
舗装,ほそう,pavement; road surface,JLPT N-1
歩む,あゆむ,to walk; to go on foot,JLPT N-1
補充,ほじゅう,replenishment; supplementation; supplement; replacement; refilling,JLPT N-1
補足,ほそく,supplement; complement,JLPT N-1
慕う,したう,"to yearn for; to long for; to pine for; to miss; to love dearly; to adore / to follow (someone) / to idolize (for virtue, learning, status, etc.)",JLPT N-1
報じる,ほうじる,to inform; to report,JLPT N-1
捧げる,ささげる,to lift up; to hold up; to hold above eye level / to give; to offer; to consecrate / to devote; to sacrifice; to dedicate,JLPT N-1
放置,ほうち,leaving as is; leaving alone; leaving to chance; neglecting; abandoning,JLPT N-1
褒美,ほうび,reward; prize,JLPT N-1
訪れる,おとずれる,to visit; to call on / to arrive; to come; to appear,JLPT N-1
豊作,ほうさく,abundant harvest; bumper crop,JLPT N-1
飽和,ほうわ,saturation; satiation,JLPT N-1
望ましい,のぞましい,desirable; hoped for; preferable; advisable,JLPT N-1
紡績,ぼうせき,spinning (textiles) / spun yarn,JLPT N-1
防火,ぼうか,fire prevention; fire fighting; fire proof,JLPT N-1
没落,ぼつらく,ruin; fall; collapse,JLPT N-1
本館,ほんかん,main building,JLPT N-1
本能,ほんのう,instinct,JLPT N-1
埋蔵,まいぞう,burying in the ground / having underground deposits,JLPT N-1
枚,まい,counter for flat objects (e.g. sheets of paper),JLPT N-1
満月,まんげつ,full moon,JLPT N-1
満場,まんじょう,whole house; whole audience,JLPT N-1
味覚,みかく,taste; palate; sense of taste,JLPT N-1
未開,みかい,"uncivilized; uncivilised; primitive; savage / undeveloped (land); unexplored (territory, field, etc.) / unbloomed (flower)",JLPT N-1
未熟,みじゅく,unripe; green / inexperienced; immature; unskilled,JLPT N-1
未練,みれん,lingering attachment; lingering affection; regret; reluctance; ruefulness,JLPT N-1
密集,みっしゅう,crowd; close formation; dense,JLPT N-1
脈,みゃく,"pulse / vein / chain (of mountains, etc.) / hope / thread (of an argument)",JLPT N-1
無意味,むいみ,nonsense; no meaning; meaningless,JLPT N-1
無口,むくち,reticence; taciturnity; silent person / reticent; taciturn; silent,JLPT N-1
無邪気,むじゃき,innocent; simple-minded,JLPT N-1
無駄遣い,むだづかい,"waste (of money, time, etc.); squandering; frittering away",JLPT N-1
無知,むち,ignorance; innocence; stupidity,JLPT N-1
無茶,むちゃ,absurd; unreasonable; excessive; rash / very; extremely; excessively,JLPT N-1
無難,ぶなん,safe (e.g. choice); secure; innocuous; inoffensive / acceptable; passable; satisfactory; adequate; faultless; without flaw,JLPT N-1
無能,むのう,incompetence; inefficiency; inability; incapacity / incompetent person,JLPT N-1
無礼,ぶれい,impolite; rude,JLPT N-1
無論,むろん,of course; certainly; naturally,JLPT N-1
婿,むこ,husband; groom / (one's) son-in-law,JLPT N-1
名高い,なだかい,famous; noted; renowned; celebrated; well-known,JLPT N-1
名札,なふだ,name plate; name tag; label,JLPT N-1
名残,なごり,remains; traces; vestiges; relics / (the sorrow of) parting / end,JLPT N-1
名付ける,なづける,to name; to call; to christen; to term,JLPT N-1
命中,めいちゅう,(direct) hit; hitting the mark,JLPT N-1
明かす,あかす,to pass (the night); to spend / to reveal; to divulge; to disclose; to expose / to prove; to verify,JLPT N-1
明瞭,めいりょう,clear; plain; distinct; obvious; evident; articulate,JLPT N-1
明朗,めいろう,cheerful; bright / clear; clean; honest; fair,JLPT N-1
滅亡,めつぼう,downfall; ruin; collapse; destruction,JLPT N-1
面する,めんする,to face on; to look out on to,JLPT N-1
面目,めんぼく,face; honour; honor; reputation; prestige; dignity; credit / appearance; look,JLPT N-1
模範,もはん,exemplar; model; example; pattern,JLPT N-1
模倣,もほう,imitation; copying,JLPT N-1
盲点,もうてん,blind spot,JLPT N-1
目覚める,めざめる,"to wake up; to awake / to awaken to (instinct, ability, perception, etc.); to become aware of; to become conscious of; to realize / to come to one's senses",JLPT N-1
目録,もくろく,catalogue; catalog; inventory; index; list / certificate indicating an impending gift,JLPT N-1
問い合わせる,といあわせる,to enquire; to inquire; to seek information,JLPT N-1
役場,やくば,town hall,JLPT N-1
役立つ,やくだつ,to be useful; to be helpful; to serve the purpose,JLPT N-1
油絵,あぶらえ,oil painting,JLPT N-1
勇敢,ゆうかん,brave; heroic; gallant,JLPT N-1
幽霊,ゆうれい,ghost; specter; spectre; apparition; phantom,JLPT N-1
有する,ゆうする,to own; to be endowed with,JLPT N-1
ありのまま,有りのまま,the truth; fact; as it is; as you are; frank; bare plain,JLPT N-1
有様,ありさま,state; condition; circumstances; sight; spectacle / the way things should be; ideal state / truth,JLPT N-1
有益,ゆうえき,beneficial; profitable; useful; helpful; instructive,JLPT N-1
誘惑,ゆうわく,temptation; allurement; lure; enticement; seduction,JLPT N-1
夕焼け,ゆうやけ,evening glow; red sunset; afterglow (of sunset),JLPT N-1
夕暮れ,ゆうぐれ,evening; dusk; twilight,JLPT N-1
予感,よかん,presentiment; premonition; hunch / to have a premonition; to have a hunch,JLPT N-1
揺らぐ,ゆらぐ,to swing; to sway; to shake; to tremble / to waver; to feel shaken; to become unstable,JLPT N-1
洋風,ようふう,Western style,JLPT N-1
用件,ようけん,business; thing to be done; something that should be performed; information that should be conveyed,JLPT N-1
はるか,遥か,far; far away; distant; remote; far off,JLPT N-1
養う,やしなう,"to support; to maintain; to provide for / to bring up; to raise; to rear; to feed / to adopt (a child) / to cultivate (a habit, a quality, etc.); to develop; to build up; to foster / to recuperate (from injury, illness, etc.)",JLPT N-1
浴室,よくしつ,bathroom,JLPT N-1
絡む,からむ,to entangle; to entwine / to pick a quarrel; to find fault / to be involved with; to be influenced by; to develop a connection with,JLPT N-1
落下,らっか,fall; drop; descent; coming down,JLPT N-1
酪農,らくのう,dairy farming,JLPT N-1
乱す,みだす,to throw out of order; to disarrange; to disturb,JLPT N-1
乱れる,みだれる,"to be disordered; to be disarranged; to be disarrayed; to be disheveled; to be dishevelled / to be discomposed; to be upset; to get confused; to be disturbed / to lapse into chaos (due to war, etc.)",JLPT N-1
履歴,りれき,personal history; background; career / log; record / hysteresis,JLPT N-1
理性,りせい,reason; reasoning power; (one's) sense,JLPT N-1
裏返し,うらがえし,inside out; upside down / flip side; opposite; contrary; reverse,JLPT N-1
率いる,ひきいる,to lead; to spearhead (a group); to command (troops),JLPT N-1
立ち寄る,たちよる,to stop by; to drop in for a short visit,JLPT N-1
略語,りゃくご,abbreviation; acronym,JLPT N-1
両立,りょうりつ,compatibility; coexistence; standing together,JLPT N-1
良識,りょうしき,good sense,JLPT N-1
良質,りょうしつ,good quality; fine quality; superior quality; high quality,JLPT N-1
臨む,のぞむ,"to look out on; to overlook; to front onto / to face (a situation, crisis, etc.); to meet (e.g. death); to be confronted by / to deal with (an issue) / to attend (e.g. a function); to appear (e.g. in court); to be present at; to take part in",JLPT N-1
類推,るいすい,analogy / analogical reasoning; analogical inference / analogy,JLPT N-1
冷やかす,ひやかす,to banter; to make fun of; to jeer at / to cool; to refrigerate / to window-shop; to look at without buying,JLPT N-1
冷酷,れいこく,cruelty; coldheartedness; relentless; ruthless,JLPT N-1
冷蔵,れいぞう,cold storage; refrigeration,JLPT N-1
冷淡,れいたん,cool; indifferent; apathetic; half-hearted / cold; cold-hearted; heartless; unkind,JLPT N-1
励ます,はげます,to encourage; to cheer; to raise (the voice),JLPT N-1
励む,はげむ,to strive; to endeavour; to endeavor; to make an effort; to be zealous,JLPT N-1
練る,ねる,"to knead; to thicken into a paste (stirring over a flame) / to polish (a plan, etc.); to refine; to elaborate; to work out / to train; to drill; to exercise / to gloss (silk); to soften; to degum / to tan (leather) / to temper (steel) / to walk in procession; to parade; to march",JLPT N-1
連なる,つらなる,to extend; to stretch out; to stand in a row / to attend; to participate in / to enrol; to enroll; to join / to have a connection; to be related; to be linked,JLPT N-1
連ねる,つらねる,"to line up; to put in a row / to add (to a group); to accept (as a member of an organization, etc.); to join (e.g. a list) / to link; to put together; to string together (e.g. compliments); to enumerate / to take along with; to bring with",JLPT N-1
労力,ろうりょく,labour; labor; effort; toil; trouble,JLPT N-1
浪費,ろうひ,waste; extravagance,JLPT N-1
老いる,おいる,to age; to grow old,JLPT N-1
和やか,なごやか,mild; calm; gentle; quiet; congenial; amicable; amiable; friendly; genial; harmonious; peaceful,JLPT N-1
和らげる,やわらげる,to soften; to moderate; to relieve,JLPT N-1
賄う,まかなう,"to supply (goods, money, etc.); to cover (costs); to pay; to finance; to maintain (e.g. a family) / to give board; to provide meals",JLPT N-1
腕前,うでまえ,ability; skill; facility,JLPT N-1
炒める,いためる,to fry; to saute; to stir-fry,JLPT N-1
しわ,皺,wrinkle; crease / ripple,JLPT N-1
蕾,つぼみ,(flower) bud / promising young person; budding beauty,JLPT N-1
愛想,あいそう,amiability; friendliness; affability; sociability / fondness (of someone); affection; liking / compliments; civilities; courtesies; flattery / hospitality; special treatment; entertainment / bill (at a restaurant); check,JLPT N-1
音色,ねいろ,tone color; tone colour; tone quality; timbre,JLPT N-1
寄贈,きぞう,donation; presentation; gift,JLPT N-1
偽物,にせもの,spurious article; forgery; counterfeit; imitation; sham,JLPT N-1
行き違い,いきちがい,"crossing without meeting (e.g. letters in the post, people on the road); going astray / difference of opinion; misunderstanding; estrangement; disagreement",JLPT N-1
三味線,しゃみせん,shamisen; samisen; three-stringed Japanese lute,JLPT N-1
重複,ちょうふく,duplication; repetition; overlapping; redundancy; restoration,JLPT N-1
重宝,ちょうほう,convenient; useful; handy; helpful / priceless treasure / valuing highly; prizing,JLPT N-1
手のひら,てのひら,palm (of one's hand),JLPT N-1
人目,ひとめ,public gaze; public notice; attention,JLPT N-1
打ち込む,うちこむ,"to drive in (e.g. nail, stake); to hammer in / to hit (a ball, etc.); to drive; to smash / to fire into (e.g. a crowd); to launch (e.g. missiles); to lob (e.g. grenades) / to input (data); to enter / to devote oneself to; to go heart and soul into; to throw oneself into; to go head over heels for / to practice hitting (baseball, tennis, etc.) / to hit (an opponent in kendo, boxing, etc.); to get a blow in / to invade one's opponent's territory (in the game of go); to place a stone in an opponent's formation / to pour (concrete, etc.) into a form",JLPT N-1
伝言,でんごん,verbal message; word (from someone),JLPT N-1
乏しい,とぼしい,meagre; meager; scarce; limited; destitute; hard up; lacking; scanty; poor,JLPT N-1
埋まる,うまる,"to be buried; to be covered; to be surrounded / to overflow; to be crowded; to be filled / to be repaid (e.g. debt); to be replenished / to be filled (e.g. vacancy, schedule)",JLPT N-1
万人,ばんにん,all people; everybody / ten thousand people,JLPT N-1
万能,ばんのう,all-purpose; utility; universal / all-powerful; almighty; omnipotent; all-round (e.g. athlete),JLPT N-1
融通,ゆうずう,lending (money); finance; loan / adaptability; versatility; flexibility; accommodation,JLPT N-1
落ち葉,おちば,fallen leaves; leaf litter; falling leaves / leaf fall; dropping leaves; defoliation / deciduous,JLPT N-1
言い訳,いいわけ,excuse / explanation,JLPT N-1
戦,いくさ,war; battle; campaign; fight / troops; forces,JLPT N-1
打ち消し,うちけし,negation; denial; negative,JLPT N-1
生む,うむ,to give birth; to bear (child); to lay (eggs) / to produce; to yield; to give rise to; to deliver,JLPT N-1
