foreign1,foreign2,definitions,level
過去,かこ,the past; bygone days; the previous / a past (i.e. a personal history one would prefer remained secret); one's past / past (tense); preterit; preterite / previous life,JLPT N-3
会員,かいいん,member; the membership,JLPT N-3
解決,かいけつ,settlement; solution; resolution,JLPT N-3
回復,かいふく,restoration; rehabilitation; recovery; return; replevin; improvement / recovery (from an illness); recuperation; convalescence,JLPT N-3
海外,かいがい,foreign; abroad; overseas,JLPT N-3
外交,がいこう,diplomacy / selling (e.g. door-to-door); canvassing,JLPT N-3
拡大,かくだい,magnification; enlargement; expansion; amplification,JLPT N-3
活動,かつどう,action; activity / movie (esp. during the silent movie period),JLPT N-3
患者,かんじゃ,patient,JLPT N-3
環境,かんきょう,environment; circumstance,JLPT N-3
監督,かんとく,supervision; control; superintendence; direction / director; superintendent; supervisor; coach; foreman; manager; overseer; controller; boss,JLPT N-3
管理,かんり,control; management (e.g. of a business),JLPT N-3
関心,かんしん,concern; interest,JLPT N-3
関連,かんれん,relation; connection; relevance,JLPT N-3
企業,きぎょう,enterprise; business; company; corporation,JLPT N-3
基本,きほん,foundation; basis; standard,JLPT N-3
期間,きかん,period; term; interval,JLPT N-3
期待,きたい,expectation; anticipation; hope,JLPT N-3
機関,きかん,engine / agency; organisation; organization; institution; organ; body / system; facility; facilities,JLPT N-3
機能,きのう,function; facility; faculty; feature,JLPT N-3
記事,きじ,article; news story; report; account,JLPT N-3
記者,きしゃ,reporter,JLPT N-3
記録,きろく,record; minutes; document / record (e.g. in sports); results; score / to record; to document / to set a record (e.g. in sports); to show a result; to reach a value,JLPT N-3
議員,ぎいん,member of an assembly; member of the Diet; member of parliament; member of Congress,JLPT N-3
議会,ぎかい,congress; parliament; diet; legislative assembly,JLPT N-3
議長,ぎちょう,"chairman; speaker (e.g. of assembly); president (e.g. of council, senate, etc.); moderator (e.g. of a newsgroup)",JLPT N-3
教授,きょうじゅ,professor / teaching; instruction,JLPT N-3
筋,すじ,"muscle; tendon; sinew / vein; artery / fiber; fibre; string / line; stripe; streak / reason; logic / plot; storyline / lineage; descent / school (e.g. of scholarship or arts) / aptitude; talent / source (of information, etc.); circle; channel / well-informed person (in a transaction) / logical move (in go, shogi, etc.) / ninth vertical line / seam on a helmet / gristly fish paste (made of muscle, tendons, skin, etc.) / social position; status / on (a river, road, etc.); along / counter for long thin things; counter for roads or blocks when giving directions / (Edo period) counter for hundreds of mon (obsolete unit of currency)",JLPT N-3
金融,きんゆう,finance; financing; credit transacting; loaning of money; circulation of money / monetary; financial; credit,JLPT N-3
契約,けいやく,contract; compact; agreement,JLPT N-3
景気,けいき,business conditions; the market; economic activity; economic climate / good (economic) times; prosperity; boom / liveliness; energy; vigour; vigor; spirit,JLPT N-3
経営,けいえい,management; administration; operation; running (business); conducting,JLPT N-3
計画,けいかく,plan; project; schedule; scheme; program; programme,JLPT N-3
決定,けってい,decision; determination,JLPT N-3
結果,けっか,result; consequence; outcome; effect / coming to fruition; bearing fruit,JLPT N-3
建設,けんせつ,construction; establishment,JLPT N-3
憲法,けんぽう,constitution,JLPT N-3
現在,げんざい,now; current; present; present time; as of,JLPT N-3
現実,げんじつ,reality; actuality; hard fact,JLPT N-3
現場,げんば,actual spot; scene; scene of the crime; site; location; setting / shop floor; factory floor; (on) site,JLPT N-3
いわば,言わば,so to speak; so to call it; as it were,JLPT N-3
個人,こじん,individual; private person; personal; private,JLPT N-3
候補,こうほ,candidate; contender; prospect; pick; choice; list / candidacy; candidature; nomination,JLPT N-3
効果,こうか,"effect; effectiveness; efficacy; result / effects (e.g. sound effects, visual effects, special effects)",JLPT N-3
攻撃,こうげき,attack; strike; offensive / criticism; censure; denunciation; condemnation,JLPT N-3
考え,かんがえ,thinking; thought; view; opinion; concept / idea; notion; imagination / intention; plan; design / consideration; judgement; deliberation; reflection / wish; hope; expectation,JLPT N-3
行動,こうどう,action; conduct; behaviour; behavior; mobilization; mobilisation,JLPT N-3
国家,こっか,state; country; nation,JLPT N-3
国会,こっかい,National Diet; legislative assembly of Japan (1947-) / Imperial Diet; legislative assembly of Japan (1889-1947) / legislative assembly; parliament; congress,JLPT N-3
国民,こくみん,people (of a country); nation; citizen; national,JLPT N-3
今回,こんかい,now; this time; lately,JLPT N-3
今後,こんご,from now on; hereafter,JLPT N-3
最も,もっとも,most; extremely,JLPT N-3
最高,さいこう,most; highest; maximum; uppermost; supreme / best; wonderful; finest,JLPT N-3
最終,さいしゅう,last; final; closing,JLPT N-3
裁判,さいばん,trial; judgement; judgment,JLPT N-3
作業,さぎょう,work; operation; manufacturing; fatigue duty,JLPT N-3
作品,さくひん,"work (e.g. book, film, composition, etc.); opus; performance; production",JLPT N-3
参加,さんか,participation,JLPT N-3
姿,すがた,figure; form; shape / appearance; dress; guise / state; condition; picture; image / form (of a waka) / dressed in ...; wearing ...,JLPT N-3
市場,いちば,(town) market / (the) marketplace,JLPT N-3
指導,しどう,guidance; leadership; instruction; direction; coaching / shido (disciplinary action for a minor infringement of the rules of judo),JLPT N-3
事件,じけん,event; affair; incident; case; plot; trouble; scandal,JLPT N-3
事実,じじつ,fact; truth; reality,JLPT N-3
事情,じじょう,circumstances; conditions; situation; reasons; state of affairs,JLPT N-3
事務,じむ,office work; clerical work; administration; business; affairs,JLPT N-3
時期,じき,time; season; period; phase; stage,JLPT N-3
自身,じしん,by oneself; personally,JLPT N-3
自然,しぜん,nature / natural; spontaneous / naturally; spontaneously,JLPT N-3
実施,じっし,enforcement; implementation; putting into practice; carrying out; operation; working (e.g. working parameters); enactment,JLPT N-3
首相,しゅしょう,"Prime Minister; Chancellor (Germany, Austria, etc.); Premier",JLPT N-3
州,しゅう,state; province; county; oblast; department (of ancient China) / continent / dear,JLPT N-3
住宅,じゅうたく,residence; housing; residential building,JLPT N-3
住民,じゅうみん,inhabitant; resident; citizen; population,JLPT N-3
重要,じゅうよう,important; momentous; essential; principal; major,JLPT N-3
出身,しゅっしん,"person's origin (e.g. city, country, parentage, school)",JLPT N-3
女子,じょし,woman; girl,JLPT N-3
商品,しょうひん,commodity; article of commerce; goods; stock; merchandise,JLPT N-3
情報,じょうほう,"information; news; intelligence; advices / information; data contained in characters, signals, code, etc.",JLPT N-3
条件,じょうけん,condition; term; requirement; qualification; prerequisite,JLPT N-3
状況,じょうきょう,state of affairs (around you); situation; circumstances,JLPT N-3
状態,じょうたい,current status; condition; situation; circumstances; state,JLPT N-3
新た,あらた,new; fresh; novel,JLPT N-3
人間,にんげん,human being; person; man; mankind; humankind / character (of a person),JLPT N-3
人気,にんき,popularity; public favor / condition (e.g. market); tone; character; nature,JLPT N-3
制度,せいど,system; institution; organization; organisation,JLPT N-3
成長,せいちょう,"growth; development; growing up; becoming an adult / growth (of a company, the economy, etc.)",JLPT N-3
政府,せいふ,government; administration,JLPT N-3
積極的,せっきょくてき,positive; assertive; active; proactive; aggressive,JLPT N-3
責任,せきにん,duty; responsibility (incl. supervision of staff) / liability; onus,JLPT N-3
選手,せんしゅ,player (sports); athlete; team member,JLPT N-3
全体,ぜんたい,whole; entirety; whatever (is the matter),JLPT N-3
組織,そしき,"organization; organisation; formation / structure; construction; setup; constitution / system (e.g. railroad, transport, party, etc.) / tissue / texture (of a rock) / weave (of a fabric)",JLPT N-3
相手,あいて,"companion; partner; company / other party; addressee / opponent (sports, etc.)",JLPT N-3
対象,たいしょう,"target; object (of worship, study, etc.); subject (of taxation, etc.)",JLPT N-3
代表,だいひょう,representative; representation; delegation; type; example; model / switchboard number; main number,JLPT N-3
台,だい,"stand; rack; table; bench; podium; pedestal; platform; stage / support; holder; rack / counter for machines, incl. vehicles / setting (e.g. in jewellery) / level (e.g. price level); range (e.g. after physical units); period (of time, e.g. a decade of one's life) / elevated area / viewing platform / dish tray / meal / tall building; tower",JLPT N-3
大会,たいかい,convention; tournament; mass meeting; rally,JLPT N-3
大統領,だいとうりょう,president (of a nation or company); chief executive / big man; boss; buddy; mate,JLPT N-3
団体,だんたい,organization; organisation; association,JLPT N-3
男子,だんし,youth; young man,JLPT N-3
知事,ちじ,prefectural governor,JLPT N-3
地域,ちいき,area; region,JLPT N-3
地球,ちきゅう,the earth; the globe,JLPT N-3
地方,ちほう,district; region; area; locality / the country; countryside; the provinces; rural area,JLPT N-3
中央,ちゅうおう,centre; center; middle; heart / metropolis; capital city; central government,JLPT N-3
中心,ちゅうしん,center; centre; middle; heart; core; focus; pivot; emphasis; balance / -centered; -centred; -focussed; -oriented; centered on; focussed on,JLPT N-3
調査,ちょうさ,investigation; examination; inquiry; enquiry; survey,JLPT N-3
通信,つうしん,correspondence; communication; transmission; news; signal; telecommunications,JLPT N-3
程度,ていど,degree; amount; grade; standard; of the order of (following a number); about; approximately,JLPT N-3
都市,とし,town; city; municipal; urban,JLPT N-3
努力,どりょく,effort; exertion; endeavour; endeavor; hard work; striving,JLPT N-3
土地,とち,plot of land; lot; soil / locality; region; place,JLPT N-3
投票,とうひょう,voting; poll,JLPT N-3
当時,とうじ,at that time; in those days,JLPT N-3
同時,どうじ,simultaneous; concurrent; same time; synchronous; together,JLPT N-3
内容,ないよう,contents; content; substance; matter; detail; import,JLPT N-3
年間,ねんかん,(period of) a year / during an era,JLPT N-3
農業,のうぎょう,agriculture,JLPT N-3
判断,はんだん,judgment; judgement; decision; conclusion; adjudication / divination / judgement,JLPT N-3
販売,はんばい,sales; selling; marketing,JLPT N-3
批判,ひはん,criticism; judgement; judgment; comment,JLPT N-3
舞台,ぶたい,"stage (theatre, theater) / scene or setting (e.g. of novel, play, etc.)",JLPT N-3
部分,ぶぶん,portion; section; part,JLPT N-3
分野,ぶんや,field; sphere; realm; division; branch,JLPT N-3
平和,へいわ,peace; harmony,JLPT N-3
変化,へんか,change; variation; alteration; mutation; transition; transformation; transfiguration; metamorphosis / variety; diversity / inflection; declension; conjugation / sidestepping,JLPT N-3
報告,ほうこく,report; information,JLPT N-3
放送,ほうそう,broadcast; broadcasting,JLPT N-3
方向,ほうこう,direction; orientation; bearing; way / course (e.g. of action),JLPT N-3
方法,ほうほう,method; process; manner; way; means; technique,JLPT N-3
訪問,ほうもん,call; visit,JLPT N-3
明らか,あきらか,obvious; evident; clear; plain,JLPT N-3
目的,もくてき,purpose; goal; aim; objective; intention,JLPT N-3
目標,もくひょう,mark; objective; target,JLPT N-3
役割,やくわり,part; assigning (allotment of) parts; role; duties,JLPT N-3
輸出,ゆしゅつ,export / efferent,JLPT N-3
輸入,ゆにゅう,importation; import; introduction / afferent,JLPT N-3
優勝,ゆうしょう,overall victory; championship,JLPT N-3
予算,よさん,estimate; budget,JLPT N-3
要求,ようきゅう,demand; firm request; requisition; requirement; desire,JLPT N-3
立場,たちば,position; situation / viewpoint; standpoint; point of view,JLPT N-3
連続,れんぞく,continuation; succession; series,JLPT N-3
一時,いちじ,one o'clock / once; at one time; formerly; before / for a time; for a while; for the time being; for the present; for the moment; temporarily / a time; one time; once,JLPT N-3
全国,ぜんこく,countrywide; nationwide; whole country; national,JLPT N-3
平均,へいきん,average; mean / balance; equilibrium,JLPT N-3
共同,きょうどう,"doing together (as equals); sharing; common (land, etc.); joint (statement, etc.); cooperation; co-operation; collaboration; association",JLPT N-3
協力,きょうりょく,cooperation; collaboration,JLPT N-3
銀,ぎん,silver (Ag) / silver coin; money / silver medal / silver colour; silver color / bank / silver general,JLPT N-3
事態,じたい,situation; (present) state of affairs; circumstances,JLPT N-3
労働,ろうどう,manual labor; manual labour; toil; work / Labour Party,JLPT N-3
愛,あい,love; affection; care / attachment; craving; desire,JLPT N-3
安定,あんてい,stability; steadiness; equilibrium,JLPT N-3
意識,いしき,"consciousness / becoming aware (of); awareness; sense / mano-vijnana (mental consciousness, cognizer of sensory information)",JLPT N-3
違い,ちがい,difference; distinction; discrepancy / mistake; error,JLPT N-3
医師,いし,doctor; physician,JLPT N-3
宇宙,うちゅう,universe; cosmos; space,JLPT N-3
運転,うんてん,"operation (of a machine, etc.); operating; running; run / driving / working (capital, etc.)",JLPT N-3
営業,えいぎょう,business; trade; sales; operations,JLPT N-3
衛星,えいせい,satellite,JLPT N-3
演説,えんぜつ,speech; address,JLPT N-3
会合,かいごう,meeting; assembly; gathering / association / conjunction,JLPT N-3
改善,かいぜん,betterment; improvement / kaizen (Japanese business philosophy of continuous improvement),JLPT N-3
開始,かいし,start; commencement; beginning; initiation,JLPT N-3
確実,かくじつ,certainty; reliability; soundness,JLPT N-3
感じ,かんじ,feeling; sense; impression,JLPT N-3
観光,かんこう,sightseeing,JLPT N-3
希望,きぼう,hope; wish; aspiration,JLPT N-3
記念,きねん,commemoration; celebration; honoring the memory of something; turning something into a memento; memory,JLPT N-3
疑問,ぎもん,doubt; question; suspicion; dubiousness,JLPT N-3
議論,ぎろん,argument; discussion; dispute; controversy,JLPT N-3
競技,きょうぎ,game; match; contest,JLPT N-3
共通,きょうつう,common; shared; mutual / to be common (to); to be shared (by) / -wide,JLPT N-3
教師,きょうし,teacher (classroom),JLPT N-3
胸,むね,chest; breast / breasts; bosom; bust / heart / lungs / stomach / heart; mind; feelings,JLPT N-3
禁止,きんし,prohibition; inhibition; ban,JLPT N-3
軍,ぐん,army; force; troops,JLPT N-3
傾向,けいこう,tendency; trend; inclination,JLPT N-3
経験,けいけん,experience,JLPT N-3
芸術,げいじゅつ,(fine) art; the arts,JLPT N-3
劇場,げきじょう,theatre; theater; playhouse,JLPT N-3
結局,けっきょく,"after all; in the end; ultimately; eventually / conclusion; end / end of a game of go, shogi, etc.",JLPT N-3
結論,けつろん,conclusion,JLPT N-3
健康,けんこう,health / healthy; sound; fit; wholesome,JLPT N-3
検査,けんさ,"inspection (e.g. customs, factory); examination; scan (e.g. MRI, PET, etc.)",JLPT N-3
検討,けんとう,consideration; examination; investigation; study; scrutiny; discussion; analysis; review,JLPT N-3
権利,けんり,right; privilege,JLPT N-3
見解,けんかい,opinion; point of view,JLPT N-3
現状,げんじょう,present condition; existing state; status quo; current state,JLPT N-3
現代,げんだい,nowadays; modern era; modern times; present-day,JLPT N-3
交換,こうかん,"exchange; interchange; switching; reciprocity; barter; substitution; replacement; clearing (of checks, cheques)",JLPT N-3
広告,こうこく,advertisement,JLPT N-3
航空,こうくう,aviation; flying,JLPT N-3
講演,こうえん,lecture; address; speech,JLPT N-3
国境,こっきょう,national border; provincial border,JLPT N-3
混乱,こんらん,disorder; chaos; confusion; mayhem,JLPT N-3
差,さ,difference; variation / difference,JLPT N-3
再び,ふたたび,again; once more; a second time,JLPT N-3
作家,さっか,author; writer; novelist; artist,JLPT N-3
賛成,さんせい,approval; agreement; support; favour; favor,JLPT N-3
使用,しよう,use; application; employment; utilization; utilisation,JLPT N-3
思わず,おもわず,unintentionally; reflexively; spontaneously; involuntarily; instinctively,JLPT N-3
支店,してん,branch office; branch store,JLPT N-3
実験,じっけん,experiment,JLPT N-3
実現,じつげん,implementation (e.g. of a system); materialization; materialisation; realization; realisation,JLPT N-3
実際,じっさい,practicality; practical / reality; actuality; actual conditions / bhutakoti (limit of reality),JLPT N-3
主義,しゅぎ,doctrine; rule; principle; -ism,JLPT N-3
主張,しゅちょう,claim; insistence; assertion; advocacy; emphasis; contention; opinion; tenet,JLPT N-3
主婦,しゅふ,housewife; mistress (of the house); homemaker,JLPT N-3
主要,しゅよう,chief; main; principal; major,JLPT N-3
首都,しゅと,capital city; metropolis,JLPT N-3
需要,じゅよう,demand; request,JLPT N-3
収入,しゅうにゅう,income; receipts; revenue,JLPT N-3
宗教,しゅうきょう,religion; religious affiliation; belief; faith; creed / religious activity,JLPT N-3
修正,しゅうせい,amendment; correction; revision; modification; alteration; retouching; update; fix,JLPT N-3
集団,しゅうだん,group; mass,JLPT N-3
準備,じゅんび,preparation; setup; arrangements; provision; reserve,JLPT N-3
処理,しょり,processing; dealing with; treatment; disposition; disposal,JLPT N-3
少年,しょうねん,boy; juvenile; young boy; youth; lad,JLPT N-3
承認,しょうにん,recognition; acknowledgement; acknowledgment; approval; consent; agreement,JLPT N-3
消費,しょうひ,consumption; expenditure,JLPT N-3
障害,しょうがい,obstacle; impediment; hindrance; difficulty; barrier / handicap; impairment; disability; disorder; malfunction,JLPT N-3
深刻,しんこく,serious; severe; grave; acute,JLPT N-3
身,み,"body / oneself / one's place; one's position / main part; meat (as opposed to bone, skin, etc.); wood (as opposed to bark); blade (as opposed to its handle); container (as opposed to its lid)",JLPT N-3
人生,じんせい,(human) life (i.e. conception to death),JLPT N-3
人物,じんぶつ,person; character; figure; personage; man; woman / one's character; one's personality / able person; talented person,JLPT N-3
推薦,すいせん,recommendation; referral; endorsement,JLPT N-3
水準,すいじゅん,level; standard / water level,JLPT N-3
数字,すうじ,numeral; figure; digit; numeric character,JLPT N-3
正式,せいしき,due form; official; formality,JLPT N-3
精神,せいしん,mind; spirit; soul; heart; ethos / attitude; mentality; will; intention / spirit (of a matter); essence; fundamental significance,JLPT N-3
製造,せいぞう,manufacture; production,JLPT N-3
製品,せいひん,manufactured goods; finished goods; product,JLPT N-3
石油,せきゆ,oil; petroleum; kerosene,JLPT N-3
設備,せつび,equipment; device; facilities; installation,JLPT N-3
全員,ぜんいん,all members (unanimity); all hands; the whole crew; everyone; everybody,JLPT N-3
組合,くみあい,association; union; guild,JLPT N-3
相談,そうだん,consultation; discussion; discussing; asking (somebody) for advice,JLPT N-3
装置,そうち,equipment; device; installation; apparatus / stage setting,JLPT N-3
増加,ぞうか,increase; rise; growth; addition; increment,JLPT N-3
存在,そんざい,existence; being,JLPT N-3
態度,たいど,attitude; manner; behaviour,JLPT N-3
逮捕,たいほ,arrest; apprehension; capture,JLPT N-3
大使,たいし,ambassador,JLPT N-3
担当,たんとう,"being in charge (of an area of responsibility); being responsible (for a work role, etc.)",JLPT N-3
地区,ちく,district; section; sector,JLPT N-3
仲間,なかま,company; fellow; colleague; associate; comrade; mate; group; circle of friends; partner / member of the same category,JLPT N-3
長期,ちょうき,long-term,JLPT N-3
直接,ちょくせつ,direct; immediate; personal; firsthand,JLPT N-3
提案,ていあん,proposal; proposition; suggestion,JLPT N-3
伝統,でんとう,tradition; convention,JLPT N-3
党,とう,party (political) / faction; -ite,JLPT N-3
同様,どうよう,identical; equal to; same (kind); like; similarity,JLPT N-3
道路,どうろ,road; highway,JLPT N-3
特徴,とくちょう,feature; trait; characteristic; peculiarity; distinction,JLPT N-3
独立,どくりつ,independence (e.g. Independence Day); self-support,JLPT N-3
能力,のうりょく,ability; faculty,JLPT N-3
馬,うま,horse / horse racing / promoted bishop,JLPT N-3
畑,はたけ,"field (for fruits, vegetables, etc.); cultivated land; vegetable plot; kitchen garden; plantation / field (of specialization); sphere; area / womb; birth; birthplace",JLPT N-3
発行,はっこう,"publication; issue (of journal, newspaper, etc.) / issue (of banknotes, bonds, passport, etc.) / raising an event (software)",JLPT N-3
発展,はってん,"development; growth; expansion; extension; flourishing / development (of a situation, story, etc.); advancement; progression; unfolding / playing around; having an active sex life",JLPT N-3
発表,はっぴょう,announcement; publication; presenting; statement; communique; making known; breaking (news story); expressing (one's opinion); releasing; unveiling,JLPT N-3
彼ら,かれら,they; them,JLPT N-3
被害,ひがい,(suffering) damage; injury; harm,JLPT N-3
費用,ひよう,cost; expense,JLPT N-3
非常,ひじょう,emergency / extraordinary; unusual,JLPT N-3
表現,ひょうげん,expression; presentation / representation; notation,JLPT N-3
表情,ひょうじょう,"facial expression; countenance / look; appearance; expression (vocal, etc.)",JLPT N-3
評価,ひょうか,valuation; estimation; assessment; evaluation; rating / to value; to assess; to rate; to estimate value / to appreciate; to value highly; to acknowledge the value (of something),JLPT N-3
不安,ふあん,anxiety; uneasiness; insecurity; suspense,JLPT N-3
不足,ふそく,insufficiency; shortage; deficiency; lack; dearth,JLPT N-3
不満,ふまん,dissatisfaction; displeasure; discontent; complaints; unhappiness; disgruntled,JLPT N-3
夫人,ふじん,"wife; Mrs; madam / wife of a nobleman (aristocrat, etc.) / consort of the emperor",JLPT N-3
父親,ちちおや,father,JLPT N-3
武器,ぶき,weapon; arms; ordnance / weapon (something used to gain an advantage); asset,JLPT N-3
幅,はば,width; breadth / freedom (e.g. of thought); latitude / gap; difference (e.g. in price); range (e.g. of voice),JLPT N-3
母親,ははおや,mother,JLPT N-3
豊か,ゆたか,abundant; wealthy; plentiful; rich; affluent / very; extremely; full of; great,JLPT N-3
本人,ほんにん,the person himself,JLPT N-3
無料,むりょう,free (of charge); gratuitous,JLPT N-3
名,な,name; given name / title / fame; renown; reputation / pretext; pretense; justification; appearance,JLPT N-3
明確,めいかく,clear; precise; definite; distinct,JLPT N-3
友人,ゆうじん,friend,JLPT N-3
有効,ゆうこう,valid; effective / yuko (judo),JLPT N-3
様子,ようす,state; state of affairs; situation; circumstances / appearance; look; aspect / sign; indication,JLPT N-3
利益,りえき,"profit; gains / benefit; advantage; interest (of the public, etc.) / grace (of God, Buddha, etc.) (esp. as attained through rightful actions, prayer, adherence to one's faith, etc.); blessing; miracle",JLPT N-3
理解,りかい,understanding; comprehension; appreciation; sympathy,JLPT N-3
流れ,ながれ,stream; current; flow / course of events,JLPT N-3
料金,りょうきん,fee; charge; fare,JLPT N-3
老人,ろうじん,the aged; old person,JLPT N-3
話題,わだい,topic; subject,JLPT N-3
数,かず,number; amount,JLPT N-3
夫婦,ふうふ,"married couple; spouses; husband and wife; couple; pair / his and hers; pair of objects, one larger (for man), one smaller (for woman)",JLPT N-3
例,れい,custom; practice; habit; usual / said; aforementioned / instance; example; case; illustration; usage / precedent,JLPT N-3
年齢,ねんれい,age; years,JLPT N-3
我々,われわれ,we,JLPT N-3
以前,いぜん,ago; since; before; previous,JLPT N-3
意思,いし,intention; wish; purpose; mind (to do),JLPT N-3
一層,いっそう,"much more; still more; all the more; more than ever / single layer (or storey, etc.) / rather; sooner; preferably",JLPT N-3
印象,いんしょう,impression,JLPT N-3
汚染,おせん,pollution; contamination,JLPT N-3
何か,なにか,something,JLPT N-3
価値,かち,value; worth; merit,JLPT N-3
歌手,かしゅ,singer,JLPT N-3
絵画,かいが,painting; picture,JLPT N-3
確認,かくにん,confirmation; verification; validation; review; check; affirmation; identification,JLPT N-3
学者,がくしゃ,scholar,JLPT N-3
学習,がくしゅう,study; learning; tutorial,JLPT N-3
額,がく,picture (framed) / amount or sum (of money),JLPT N-3
株,かぶ,"stock; share / stump / root; rootstock / strain (of bacteria, etc.) / tradeable rank; goodwill / one's forte",JLPT N-3
感覚,かんかく,sense; sensation; feeling; intuition,JLPT N-3
機械,きかい,machine; mechanism / instrument; appliance; apparatus,JLPT N-3
義務,ぎむ,duty; obligation; responsibility,JLPT N-3
急速,きゅうそく,rapid (e.g. progress),JLPT N-3
許可,きょか,permission; approval; authorization; license / to permit; to authorize,JLPT N-3
供給,きょうきゅう,supply; provision,JLPT N-3
緊張,きんちょう,tension; mental strain; nervousness,JLPT N-3
近代,きんだい,present day; modern times,JLPT N-3
金額,きんがく,amount of money,JLPT N-3
空,から,emptiness; vacuum; blank,JLPT N-3
訓練,くんれん,training; drill; practice; discipline,JLPT N-3
劇,げき,drama; play / powerful drug,JLPT N-3
建築,けんちく,construction; architecture (of buildings),JLPT N-3
肩,かた,shoulder,JLPT N-3
現金,げんきん,cash; ready money; money on hand; currency / mercenary; self-interested; calculating,JLPT N-3
現象,げんしょう,phenomenon,JLPT N-3
構成,こうせい,organization; organisation; configuration; composition,JLPT N-3
貢献,こうけん,contribution (furthering a goal or cause); services (to a cause),JLPT N-3
合計,ごうけい,sum total; total amount,JLPT N-3
差別,さべつ,"distinction; differentiation; discrimination / discrimination (against women, minorities, etc.)",JLPT N-3
最低,さいてい,least; lowest; minimum / worst / awful; horrible; nasty; disgusting / at the very least,JLPT N-3
材料,ざいりょう,"ingredients; material / material (for a novel, experiment, etc.); subject matter; data / basis (for a decision); grounds; evidence / (market) factor",JLPT N-3
参考,さんこう,reference; consultation,JLPT N-3
残り,のこり,remnant; residue; remaining; left-over,JLPT N-3
思想,しそう,thought; idea; ideology,JLPT N-3
支配,しはい,domination; rule; control / direction; management; guidance / control (e.g. over one's emotions); determining (e.g. one's fate); governing; influence; holding sway over,JLPT N-3
資源,しげん,resources,JLPT N-3
資本,しほん,funds; capital,JLPT N-3
失業,しつぎょう,unemployment / losing one's job; becoming unemployed,JLPT N-3
実は,じつは,as a matter of fact; by the way; to tell you the truth; to be honest; frankly,JLPT N-3
実行,じっこう,execution (e.g. of a plan); carrying out; practice; action; implementation; fulfillment; realization,JLPT N-3
手術,しゅじゅつ,surgery; operation; procedure,JLPT N-3
手段,しゅだん,means; way; measure,JLPT N-3
周囲,しゅうい,surroundings; environs / circumference,JLPT N-3
就職,しゅうしょく,finding employment; getting a job,JLPT N-3
集中,しゅうちゅう,concentration; focusing; convergence; centralization; integration; gathering together / within a collection of works,JLPT N-3
重大,じゅうだい,serious; important; significant; grave; weighty,JLPT N-3
出席,しゅっせき,attendance; presence; appearance / to attend; to be present; to appear,JLPT N-3
出版,しゅっぱん,publication,JLPT N-3
章,しょう,chapter; section / medal,JLPT N-3
場面,ばめん,scene; setting (e.g. of novel),JLPT N-3
職業,しょくぎょう,occupation; business,JLPT N-3
食事,しょくじ,meal / to eat,JLPT N-3
食品,しょくひん,food; food products; foodstuffs,JLPT N-3
信用,しんよう,confidence; trust; faith; reputation / credit (finance),JLPT N-3
信頼,しんらい,reliance; trust; faith; confidence,JLPT N-3
神,かみ,god; deity; divinity; spirit; kami / incredible; fantastic / emperor of Japan / thunder,JLPT N-3
制限,せいげん,restriction; restraint; limitation; limit,JLPT N-3
勢い,いきおい,force; vigor; vigour; energy; spirit; life / influence; authority; power; might / impetus; momentum; course (of events) / naturally; necessarily,JLPT N-3
性格,せいかく,character; personality; disposition; nature,JLPT N-3
成功,せいこう,success; hit,JLPT N-3
成績,せいせき,results; record; grades; marks,JLPT N-3
正午,しょうご,noon; mid-day,JLPT N-3
生命,せいめい,life; existence,JLPT N-3
請求,せいきゅう,claim; demand; charge; application; request; billing (for a service),JLPT N-3
青年,せいねん,youth; young man,JLPT N-3
跡,あと,trace; tracks; mark; sign / site; remains; ruins / scar,JLPT N-3
設計,せっけい,plan; design; layout,JLPT N-3
専攻,せんこう,major subject; special study,JLPT N-3
選択,せんたく,selection; choice; option,JLPT N-3
相当,そうとう,"corresponding to (in meaning, function, etc.); being equivalent to / appropriate; suitable; befitting; proportionate / to be proportionate to; to be in keeping with; to be deserving of; to be worthy of / considerable; substantial / considerably; rather; quite; fairly; pretty",JLPT N-3
損害,そんがい,damage; injury; loss,JLPT N-3
体育,たいいく,physical education,JLPT N-3
代理,だいり,"representation; agency; proxy; deputy; agent; attorney; substitute; alternate; acting (principal, etc.)",JLPT N-3
大臣,だいじん,cabinet minister,JLPT N-3
大半,たいはん,majority; more than half; most (of) / mostly; largely; mainly; predominately; nearly,JLPT N-3
単位,たんい,unit; denomination / credit (in school),JLPT N-3
誕生,たんじょう,birth; creation; formation,JLPT N-3
地,ち,"earth; ground; land; soil / place / territory / bottom (of a package, book, etc.) / earth (one of the five elements)",JLPT N-3
地位,ちい,(social) position; status,JLPT N-3
地下,ちか,basement; cellar; underground place / underground; below ground / secret; under cover / underground (railway); subway; metro,JLPT N-3
中学,ちゅうがく,middle school; junior high school,JLPT N-3
中止,ちゅうし,suspension; stoppage; discontinuance; interruption,JLPT N-3
注目,ちゅうもく,notice; attention; observation,JLPT N-3
著者,ちょしゃ,author (usu. of a particular book); writer,JLPT N-3
定期,ていき,fixed period; fixed term / regular; periodic; periodical / fixed-term commutation pass / fixed-term deposit / futures contracts,JLPT N-3
抵抗,ていこう,resistance; opposition; standing up to / reluctance; repulsion; repugnance / resistance; drag; friction / electrical resistance / resistor,JLPT N-3
